config_name	policy	chrom1	chrom2	all_score0	all_score1	all_score2	all_score3	split_a_score0	split_a_score1	split_a_score2	split_a_score3	split_b_score0	split_b_score1	split_b_score2	split_b_score3	all_selected_swap_code	split_a_selected_swap_code	split_b_selected_swap_code	split_agree
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr10	5607.75331	0	0	0	2788.80232	0	0	0	2818.95099	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr11	7085.9259	0	0	0	3303.57692	0	0	0	3782.34898	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr12	3262.98024	0	0	0.185050453	1646.56449	0	0	0.185050453	1616.41575	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr13	3149.79158	0	0	0	1520.1516	0	0	0	1629.63998	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr14	3355.12805	0	0	0	1704.55181	0	0	0	1650.57624	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr15	7001.87005	0	0	0	3525.2312	0	0	0	3476.63885	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr16	3076.1217	0	0	0	1578.69515	0	0	0	1497.42655	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr17	3665.30997	0	0	17.2530722	1835.21299	0	0	9.0196506	1830.09699	0	0	8.23342162	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr18	3863.5463	0	0	0	1831.74791	0	0	0	2031.79839	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr19	968.928149	0	0	0	493.24242	0	0	0	475.685729	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr2	6047.85227	0	0	0.0196406363	2773.45866	0	0	0.0196406363	3274.39361	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr3	2861.10983	0	0	0	1448.14793	0	0	0	1412.9619	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr4	12840.7865	0	0	0	6276.69273	0	0	0	6564.09381	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr5	4290.52411	0	0	0	2092.29324	0	0	0	2198.23087	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr6	12234.6556	0	0	0	5860.80536	0	0	0	6373.85023	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr7	5200.44894	0	0	0	2660.85863	0	0	0	2539.59031	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr8	7964.36883	0.197847493	0	0	4191.77841	0.197847493	0	0	3772.59043	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chr9	6447.28986	0	0	0	2998.82645	0	0	0	3448.46341	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr1	chrX	9383.39173	0	0	5.29617015	4766.27698	0	0	1.25456361	4617.11475	0	0	4.04160654	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr10	chr11	1811.46789	0	0	0	905.220942	0	0	0	906.246952	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr10	chr12	6321.39112	0	0	0	3611.48897	0	0	0	2709.90215	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr10	chr13	3976.28375	0	0	0.996441755	1963.6561	0	0	0.996441755	2012.62765	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr10	chr14	1401.41056	0	0	0	694.374287	0	0	0	707.036277	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr10	chr15	3945.68628	0	1.16078656	5.44016501	1860.57333	0	0.170122265	0	2085.11295	0	0.990664298	5.44016501	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr10	chr16	5447.94383	0	8.19301911	0	2508.48965	0	3.53976618	0	2939.45418	0	4.65325292	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr10	chr17	5296.42874	0	0	0	2833.77406	0	0	0	2462.65468	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr10	chr18	1872.67112	0	0	0	943.60783	0	0	0	929.063288	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	geom_nearest_gap	chr10	chr19	671.244083	9.8453894	0	0	338.414839	3.63609963	0	0	332.829244	6.20928978	0	0	0	0	0	1
