config_name	policy	chrom1	chrom2	all_score0	all_score1	all_score2	all_score3	split_a_score0	split_a_score1	split_a_score2	split_a_score3	split_b_score0	split_b_score1	split_b_score2	split_b_score3	all_selected_swap_code	split_a_selected_swap_code	split_b_selected_swap_code	split_agree
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr10	2912.87812	0	0	0	1430.83225	0	0	0	1482.04587	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr11	14156.0819	0	0	0	6867.15202	0	0	0	7288.92989	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr12	6808.4603	0	0	0	3619.09986	0	0	0	3189.36044	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr13	6699.05479	0	0	0	3305.32143	0	0	0	3393.73336	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr14	4912.14374	0	0	0	2456.2202	0	0	0	2455.92354	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr15	9941.63463	0	0	0	4968.85561	0	0	0	4972.77901	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr16	2300.88157	0	0	0	1164.40586	0	0	0	1136.47571	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr17	7796.96676	0	0	0	3669.04258	0	0	0	4127.92419	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr18	2773.5241	0	0	0	1304.89165	0	0	0	1468.63245	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr19	3471.62076	0	0	0	1750.7262	0	0	0	1720.89456	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr2	6224.40637	0.0411257566	0	0	2902.22888	0.0182229526	0	0	3322.17749	0.022902804	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr3	2832.2556	0	0	0	1419.99351	0	0	0	1412.26209	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr4	7599.24553	0	0	0	3731.01139	0	0	0	3868.23415	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr5	2771.26958	0	0	0	1393.05519	0	0	0	1378.21439	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr6	10795.6354	0	0.0541131174	0	5120.59497	0	0.0541131174	0	5675.04046	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr7	6897.61857	0	0	0	3514.32093	0	0	0	3383.29764	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr8	21338.0581	0	0	0	11266.4154	0	0	0	10071.6427	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chr9	6703.11533	0	0	2.01102343	3269.85274	0	0	1.13883269	3433.26259	0	0	0.872190746	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr1	chrX	9701.13715	0.0524683161	0.0267483893	0	4953.75611	0	0.0267483893	0	4747.38104	0.0524683161	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr10	chr11	1299.2284	0	0	0	648.661709	0	0	0	650.566687	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr10	chr12	6415.14379	0.328302038	0	0	3653.84232	0.328302038	0	0	2761.30147	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr10	chr13	3991.54661	0	0	0.150024437	2037.72456	0	0	0.0958309143	1953.82206	0	0	0.0541935232	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr10	chr14	1430.46224	0	0	0	727.120146	0	0	0	703.342096	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr10	chr15	3554.03894	0	0	1.17822703	1723.30955	0	0	0.388646475	1830.72938	0	0	0.789580555	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr10	chr16	6582.3081	0.252966173	0.12311015	0	3083.25184	0.246802885	0.12311015	0	3499.05626	0.00616328745	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr10	chr17	5077.84426	0	0	0	2589.58997	0	0	0	2488.25429	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr10	chr18	2442.06157	0	0	0	1200.96482	0	0	0	1241.09675	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr10	chr19	519.163054	0	0.250186146	0	286.226039	0	0	0	232.937015	0	0.250186146	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr10	chrX	3793.78185	0	0	0	1952.62507	0	0	0	1841.15678	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr11	chr12	5859.77042	0	0	0	2916.22391	0	0	0	2943.54652	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr11	chr13	10621.5974	0	0	0	5327.54492	0	0	0	5294.05251	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr11	chr14	9815.6545	0	0	0	4891.32911	0	0	0	4924.32539	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr11	chr15	4195.90198	0	0	0	2025.23002	0	0	0	2170.67196	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr11	chr16	2999.96466	0	0	0	1498.57745	0	0	0	1501.38721	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr11	chr17	2569.48344	0	0	0	1255.70401	0	0	0	1313.77943	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr11	chr18	5492.49404	0	0	0	2870.58489	0	0	0	2621.90915	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr11	chr19	7230.04353	0	0	0	3641.57634	0	0	0	3588.46719	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr11	chrX	6863.04232	0	0	0.517070866	3707.4029	0	0	0.179891171	3155.63942	0	0	0.337179695	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr12	chr13	13699.864	0	0.00875785891	0	6531.7073	0	0.00875785891	0	7168.15666	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr12	chr14	1381.88675	0	0	0	694.745751	0	0	0	687.140997	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr12	chr15	7310.80471	0	0.033510927	0	3619.03555	0	0.033510927	0	3691.76917	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr12	chr16	2878.87749	0	0	0	1490.27511	0	0	0	1388.60238	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr12	chr17	4669.8044	0	0	1.14114657	2527.07853	0	0	0.568603504	2142.72586	0	0	0.572543066	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr12	chr18	2569.78023	0	0	0	1136.49442	0	0	0	1433.28581	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr12	chr19	4096.81883	0	0	0	1655.10442	0	0	0	2441.71442	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr12	chrX	3845.7904	0	0	0	1993.96838	0	0	0	1851.82202	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr13	chr14	1733.93255	0	0	5.92048314	841.151899	0	0	3.97314756	892.780649	0	0	1.94733557	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr13	chr15	2474.23646	0	0	0	1210.77126	0	0	0	1263.46521	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr13	chr16	4297.89465	0	0	0	2178.40773	0	0	0	2119.48692	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr13	chr17	5461.82296	0	0	0	2708.05464	0	0	0	2753.76832	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr13	chr18	4679.4397	0	0	0	2168.73321	0	0	0	2510.70649	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr13	chr19	2338.99575	0	0	81.2667146	1009.99432	0	0	47.1515548	1329.00143	0	0	34.1151598	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr13	chrX	4763.34009	0	0	0	2458.83332	0	0	0	2304.50677	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr14	chr15	787.717006	0	0	0	370.483884	0	0	0	417.233122	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr14	chr16	1451.74032	0	0	0	725.797243	0	0	0	725.943073	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr14	chr17	957.839843	0	0	0	464.303581	0	0	0	493.536262	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr14	chr18	4198.14819	0	0	0	1986.65941	0	0	0	2211.48877	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr14	chr19	1536.32619	0	0	5.5982241	814.470862	0	0	3.87837727	721.855328	0	0	1.71984683	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr14	chrX	1068.63103	0	0	0	534.768487	0	0	0	533.862541	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr15	chr16	1038.78854	0	0	0	545.45188	0	0	0	493.336665	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr15	chr17	5455.0015	0	0	0	2884.68446	0	0	0	2570.31704	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr15	chr18	5337.14943	0	0	0	2497.36088	0	0	0	2839.78854	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr15	chr19	1866.40678	0	0	0	975.196996	0	0	0	891.209786	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr15	chrX	3048.14138	0	0	0	1564.86208	0	0	0	1483.2793	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr16	chr17	1827.5627	0	0	0	968.82104	0	0	0	858.741655	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr16	chr18	7490.07413	0	0	0	3366.35318	0	0	0	4123.72094	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr16	chr19	3329.21245	0	0	0	1570.96637	0	0	0	1758.24608	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr16	chrX	1046.68739	0	0	0	524.587535	0	0	0	522.099856	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr17	chr18	685.701442	0	0	0	340.522333	0	0	0	345.179108	0	0	0	0	0	0	1
p9016_pcgamma1_td0p5_mstep0p5_p4_w10_sep0	geom_nearest_gap	chr17	chr19	3109.00641	0	0	0	1405.48674	0	0	0	1703.51968	0	0	0	0	0	0	1
