chr1	start1	chr2	start2	n_contacts	truth_top_state	truth_top_count	posterior_top_state	posterior_pmax	posterior_margin	whole_chrom_pred_state	whole_chrom_correct_contacts	chr_pair_oracle_correct_contacts	nearest_geometry_state	nearest_geometry_correct_contacts	same_cross_correct_contacts	truth_state_distance_rank	posterior_top1_distance_rank	posterior_top1_distance_gap	nearest_geometry_state	best_relative_flip_chr2
chr1	9000000	chr11	87000000	4	10	4	10	0.6103459	NA	10	4	0	10	4	4	1	1	3.48173959	10	1
chr1	9000000	chr11	88000000	2	10	2	10	0.689511538	NA	10	2	0	10	2	2	1	1	3.66514769	10	1
chr1	10000000	chr11	7000000	3	00	3	00	0.643878043	NA	00	3	0	00	3	3	1	1	2.11237524	00	1
chr1	11000000	chr11	8000000	5	00	5	00	0.995551109	NA	00	5	0	00	5	5	1	1	3.64939858	00	1
chr1	11000000	chr11	7000000	9	00	9	00	0.992937982	NA	00	9	0	00	9	9	1	1	3.72674754	00	1
chr1	11000000	chr11	44000000	3	00	3	00	0.97309643	NA	00	3	0	00	3	3	1	1	3.88579441	00	1
chr1	11000000	chr11	43000000	1	00	1	00	0.988973081	NA	00	1	0	00	1	1	1	1	4.36954	00	1
chr1	12000000	chr11	44000000	2	00	2	00	0.699942052	NA	00	2	0	00	2	2	1	1	3.6787563	00	1
chr1	13000000	chr11	4000000	3	00	3	00	0.959243476	NA	00	3	0	00	3	3	1	1	2.57398559	00	1
chr1	16000000	chr11	4000000	1	00	1	00	0.836143017	NA	00	1	0	00	1	1	1	1	2.38892162	00	1
chr1	16000000	chr11	44000000	1	00	1	00	0.905443013	NA	00	1	0	00	1	1	1	1	3.29258507	00	1
chr1	16000000	chr11	13000000	2	00	2	00	0.875630558	NA	00	2	0	00	2	2	1	1	2.17355567	00	1
chr1	16000000	chr11	43000000	1	00	1	00	0.929112971	NA	00	1	0	00	1	1	1	1	3.83437206	00	1
chr1	17000000	chr11	44000000	7	00	7	00	0.990139425	NA	00	7	0	00	7	7	1	1	3.65789029	00	1
chr1	17000000	chr11	13000000	11	00	11	00	0.993191659	NA	00	11	0	00	11	11	1	1	2.75557905	00	1
chr1	17000000	chr11	11000000	5	00	5	00	0.976273537	NA	00	5	0	00	5	5	1	1	2.57622134	00	1
chr1	17000000	chr11	14000000	4	00	4	00	0.973085046	NA	00	4	0	00	4	4	1	1	2.79549958	00	1
chr1	17000000	chr11	43000000	1	00	1	00	0.978192151	NA	00	1	0	00	1	1	1	1	4.20088051	00	1
chr1	17000000	chr11	12000000	4	00	4	00	0.926009178	NA	00	4	0	00	4	4	1	1	2.94127961	00	1
chr1	17000000	chr11	9000000	1	00	1	00	0.659079254	NA	00	1	0	00	1	1	1	1	2.69212036	00	1
chr1	17000000	chr11	8000000	1	00	1	00	0.806028605	NA	00	1	0	00	1	1	1	1	2.8678152	00	1
chr1	57000000	chr11	4000000	8	00	8	01	0.647283018	NA	01	0	8	01	0	0	2	1	0.734836297	01	1
chr1	58000000	chr11	4000000	6	00	5	00	0.601148427	NA	00	5	1	00	5	5	1	1	0.388585448	00	1
chr1	58000000	chr11	60000000	2	00	2	00	0.608922958	NA	00	2	0	00	2	2	1	1	0.941694172	00	1
chr1	58000000	chr11	61000000	9	00	9	00	0.822295249	NA	00	9	0	00	9	9	1	1	1.32170868	00	1
chr1	59000000	chr11	60000000	2	00	2	00	0.564097762	NA	00	2	0	00	2	2	1	1	0.614103501	00	1
chr1	59000000	chr11	61000000	8	00	8	00	0.714497387	NA	00	8	0	00	8	8	1	1	0.935585669	00	1
chr1	68000000	chr11	15000000	3	00	3	00	0.508321166	NA	00	3	0	00	3	3	1	1	0.183868975	00	1
chr1	68000000	chr11	14000000	9	00	9	00	0.560884953	NA	00	9	0	00	9	9	1	1	0.164400756	00	1
chr1	72000000	chr11	14000000	4	00	4	01	0.800435245	NA	01	0	4	01	0	0	2	1	1.52624278	01	1
chr1	73000000	chr11	14000000	4	00	3	01	0.800725222	NA	01	0	3	01	0	1	2	1	1.92122094	01	1
chr1	73000000	chr11	18000000	2	00	2	01	0.632137895	NA	01	0	2	01	0	0	2	1	1.91851671	01	1
chr1	73000000	chr11	19000000	1	00	1	01	0.645475149	NA	01	0	1	01	0	0	2	1	2.61145761	01	1
chr1	74000000	chr11	5000000	4	00	3	01	0.996978879	NA	01	0	3	01	0	0	2	1	2.85542677	01	1
chr1	74000000	chr11	16000000	1	00	1	01	0.685820758	NA	01	0	1	01	0	0	2	1	3.54664607	01	1
chr1	74000000	chr11	14000000	1	00	1	01	0.992699921	NA	01	0	1	01	0	0	2	1	3.2452755	01	1
chr1	74000000	chr11	18000000	4	00	4	01	0.987686932	NA	01	0	4	01	0	0	2	1	3.40935567	01	1
chr1	74000000	chr11	19000000	1	00	1	01	0.807257116	NA	01	0	1	01	0	0	2	1	3.55924936	01	1
chr1	74000000	chr11	3000000	8	00	8	01	0.999380708	NA	01	0	8	01	0	0	2	1	3.1347941	01	1
chr1	74000000	chr11	4000000	14	00	14	01	0.995928228	NA	01	0	14	01	0	0	2	1	2.5581132	01	1
chr1	74000000	chr11	62000000	2	00	1	01	0.564223766	NA	01	0	1	01	0	0	2	1	2.14495556	01	1
chr1	74000000	chr11	15000000	2	00	1	01	0.942721367	NA	01	0	1	01	0	1	2	1	3.43961471	01	1
chr1	75000000	chr11	4000000	3	00	3	01	0.852250695	NA	01	0	3	01	0	0	2	1	1.44672811	01	1
chr1	77000000	chr11	4000000	3	00	3	01	0.82234025	NA	01	0	3	01	0	0	2	1	1.16622744	01	1
chr1	123000000	chr11	14000000	1	00	1	01	0.874290526	NA	01	0	1	01	0	0	2	1	2.65724828	01	1
chr1	123000000	chr11	18000000	3	00	3	01	0.940161169	NA	01	0	3	01	0	0	2	1	2.62240154	01	1
chr1	124000000	chr11	14000000	10	00	10	01	0.992160141	NA	01	0	10	01	0	0	2	1	3.3555439	01	1
chr1	124000000	chr11	15000000	4	00	4	01	0.922846377	NA	01	0	4	01	0	0	2	1	3.65596225	01	1
chr1	155000000	chr11	118000000	4	00	4	01	0.543422282	NA	01	0	4	01	0	0	2	1	0.728508005	01	1
chr1	156000000	chr11	118000000	33	00	33	01	0.985785544	NA	01	0	33	01	0	0	2	1	2.80254679	01	1
chr1	156000000	chr11	119000000	12	00	12	01	0.905741096	NA	01	0	12	01	0	0	2	1	2.7576393	01	1
chr1	157000000	chr11	118000000	7	00	7	01	0.980935574	NA	01	0	7	01	0	0	3	1	3.78711937	01	1
chr1	157000000	chr11	119000000	1	00	1	01	0.896790862	NA	01	0	1	01	0	0	3	1	3.88401192	01	1
chr1	162000000	chr11	20000000	1	01	1	01	0.753387213	NA	01	1	0	01	1	1	1	1	2.73774595	01	1
chr1	162000000	chr11	18000000	3	00	3	01	0.884326756	NA	01	0	3	01	0	0	2	1	2.66640281	01	1
chr1	162000000	chr11	46000000	1	00	1	01	0.411956191	NA	01	0	1	01	0	0	2	1	0.479065163	01	1
chr1	162000000	chr11	19000000	11	00	11	01	0.99505049	NA	01	0	11	01	0	0	2	1	3.55978475	01	1
chr1	163000000	chr11	19000000	2	00	2	01	0.947737634	NA	01	0	2	01	0	0	2	1	3.59694839	01	1
chr1	171000000	chr11	33000000	2	00	2	01	0.994621396	NA	01	0	2	01	0	0	3	1	4.15771787	01	1
chr1	171000000	chr11	32000000	1	00	1	01	0.972788393	NA	01	0	1	01	0	0	3	1	3.74439729	01	1
chr1	171000000	chr11	50000000	1	11	1	01	0.575323761	NA	01	0	0	01	0	0	4	1	2.29686552	01	1
chr1	172000000	chr11	32000000	1	00	1	01	0.910925269	NA	01	0	1	01	0	0	3	1	3.33882016	01	1
chr1	172000000	chr11	33000000	3	00	1	01	0.97811389	NA	01	1	1	01	1	1	3	1	3.72348756	01	1
chr1	174000000	chr11	32000000	4	00	4	01	0.981410563	NA	01	0	4	01	0	0	3	1	3.72127518	01	1
chr1	174000000	chr11	39000000	3	00	3	01	0.900734782	NA	01	0	3	01	0	0	3	1	3.14840268	01	1
chr1	174000000	chr11	46000000	1	00	1	01	0.838214457	NA	01	0	1	01	0	0	3	1	2.36392545	01	1
chr1	174000000	chr11	33000000	2	00	2	01	0.862723887	NA	01	0	2	01	0	0	3	1	4.10057105	01	1
chr1	9000000	chr12	9000000	2	01	2	10	0.932934463	NA	10	0	0	10	0	2	4	1	2.82439636	10	0
chr1	10000000	chr12	9000000	17	01	17	10	0.975639522	NA	10	0	0	10	0	17	4	1	2.75895949	10	0
chr1	10000000	chr12	10000000	3	01	3	10	0.79488492	NA	10	0	0	10	0	3	4	1	2.93866603	10	0
chr1	12000000	chr12	9000000	4	01	4	10	0.899799645	NA	10	0	0	10	0	4	4	1	2.64834504	10	0
chr1	6000000	chr13	8000000	2	01	2	11	0.327441216	NA	11	0	0	11	0	0	3	1	2.9840548	11	0
chr1	23000000	chr13	8000000	4	01	4	11	0.928129017	NA	11	0	0	11	0	0	3	1	2.40862821	11	0
chr1	23000000	chr13	9000000	2	01	1	11	0.691839278	NA	11	1	1	11	1	1	3	1	2.0317788	11	0
chr1	24000000	chr13	8000000	5	01	5	11	0.837145746	NA	11	0	0	11	0	0	3	1	3.00500105	11	0
chr1	3000000	chr15	50000000	3	10	3	01	0.89840591	NA	01	0	0	01	0	3	3	1	4.87856588	01	1
chr1	3000000	chr15	51000000	2	10	2	01	0.821335733	NA	01	0	0	01	0	2	2	1	6.01584489	01	1
chr1	3000000	chr15	8000000	3	10	3	01	0.484663814	NA	01	0	0	01	0	3	2	1	1.66388338	01	1
chr1	23000000	chr15	55000000	2	10	2	01	0.937809229	NA	01	0	0	01	0	2	2	1	6.17501734	01	1
chr1	23000000	chr15	57000000	4	10	4	01	0.980787039	NA	01	0	0	01	0	4	2	1	6.10600961	01	1
chr1	23000000	chr15	54000000	2	10	2	01	0.87660557	NA	01	0	0	01	0	2	2	1	5.75140458	01	1
chr1	24000000	chr15	57000000	2	10	2	01	0.965654969	NA	01	0	0	01	0	2	3	1	5.60724172	01	1
chr1	24000000	chr15	55000000	4	10	3	01	0.704441309	NA	01	0	1	01	0	3	2	1	5.55849921	01	1
chr1	32000000	chr15	55000000	1	10	1	01	0.976438224	NA	01	0	0	01	0	1	2	1	5.43482578	01	1
chr1	33000000	chr15	58000000	2	10	2	01	0.899026155	NA	01	0	0	01	0	2	2	1	5.76118734	01	1
chr1	34000000	chr15	58000000	2	10	2	01	0.978121638	NA	01	0	0	01	0	2	2	1	6.4053294	01	1
