config_name	policy	chrom1	chrom2	all_score0	all_score1	all_score2	all_score3	split_a_score0	split_a_score1	split_a_score2	split_a_score3	split_b_score0	split_b_score1	split_b_score2	split_b_score3	all_selected_swap_code	split_a_selected_swap_code	split_b_selected_swap_code	split_agree
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr10	3414.62756	0	0	0	1706.17015	0	0	0	1708.4574	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr11	7026.22816	0	0	0	3379.36863	0	0	0	3646.85953	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr12	7900.04702	0	0	0	3966.83119	0	0	0	3933.21582	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr13	5687.00975	0	0	0	2849.37933	0	0	0	2837.63042	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr14	3650.2751	0	0	0	1854.20538	0	0	0	1796.06972	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr15	7960.11361	0	0	0	3905.80511	0	0	0	4054.3085	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr16	2575.12647	0	0	0	1292.45463	0	0	0	1282.67184	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr17	6542.2243	0	0.0500799742	0.0189350163	3123.58753	0	0.00609272825	0	3418.63678	0	0.0439872459	0.0189350163	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr18	2637.28422	0	0	0	1252.50375	0	0	0	1384.78047	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr19	1136.27306	1.6194424	0	0	561.045891	0.789655613	0	0	575.22717	0.829786786	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr2	5975.66488	0	0	0	2689.70756	0	0	0	3285.95732	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr3	6733.70326	0	0	0	3382.40965	0	0	0	3351.29361	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr4	7218.14418	0	0	0	3569.59056	0	0	0	3648.55363	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr5	3755.81289	0	0	0	1916.46066	0	0	0	1839.35222	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr6	8689.2352	0	0	0	4146.26966	0	0	0	4542.96554	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr7	3313.72603	0	0	0	1735.71578	0	0	0	1578.01025	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr8	7407.03789	0.521348411	0	0	3785.85984	0.183910515	0	0	3621.17805	0.337437895	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chr9	4982.57188	0	0	0	2328.79863	0	0	0	2653.77325	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr1	chrX	11497.7526	0	0	3.00671003	5779.67125	0	0	1.65267821	5718.08137	0	0	1.35403182	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr10	chr11	1647.36583	0	0	0	840.865473	0	0	0	806.50036	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr10	chr12	4478.9666	0.237986218	0	0	2583.97679	0	0	0	1894.98981	0.237986218	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr10	chr13	4161.55791	6.89364232	0	0	2077.03081	4.67527416	0	0	2084.5271	2.21836815	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr10	chr14	1573.22403	0.00894011682	0	0	776.046763	0.00894011682	0	0	797.177266	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr10	chr15	5290.1108	0	0.899904243	0	2546.48621	0	0	0	2743.62459	0	0.899904243	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr10	chr16	3320.4662	1.84626347	0	1.68991862	1421.28703	0.90934776	0	1.47116568	1899.17917	0.936915714	0	0.218752943	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr10	chr17	4784.84096	0	0	0	2431.63374	0	0	0	2353.20722	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr10	chr18	1847.198	0	0	0	930.621791	0	0	0	916.576205	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr10	chr19	995.507287	0.202026247	0	0	505.876337	0.202026247	0	0	489.63095	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr10	chrX	1320.92844	0	0	0	686.503055	0	0	0	634.425381	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr11	chr12	2439.12093	0	0	0	1229.87032	0	0	0	1209.25061	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr11	chr13	5911.5175	1.13545587	0	4.12365799	3048.6787	0	0	2.13652909	2862.8388	1.13545587	0	1.9871289	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr11	chr14	7847.12293	0	0	0	3863.16643	0	0	0	3983.9565	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr11	chr15	2364.16126	0.0276818074	0	0	1130.12508	0	0	0	1234.03618	0.0276818074	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr11	chr16	2222.09158	0	0	0	1132.33047	0	0	0	1089.76111	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr11	chr17	1835.10493	0	0	0	872.81458	0	0	0	962.290354	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr11	chr18	1364.31033	0	0	0	695.831179	0	0	0	668.479147	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr11	chr19	2168.45758	0.82688533	0	4.20093073	1094.35159	0	0	1.91059756	1074.10599	0.82688533	0	2.29033318	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr11	chrX	7370.86647	0	0	0	3889.58435	0	0	0	3481.28212	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr12	chr13	6859.11649	12.6438063	0.0395192352	32.6082518	3332.42904	7.12904131	0.0395192352	8.2026646	3526.68746	5.51476495	0	24.4055872	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr12	chr14	1984.49247	0	0	0	987.422387	0	0	0	997.070078	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr12	chr15	3135.28166	0	0	8.53330002	1595.58708	0	0	4.56818049	1539.69458	0	0	3.96511953	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr12	chr16	1260.89375	0	0	0	631.880011	0	0	0	629.013741	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr12	chr17	3089.01493	2.7205133	0	0.334167527	1650.7848	1.76052357	0	0	1438.23013	0.959989728	0	0.334167527	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr12	chr18	1955.49345	0	0	0	835.207506	0	0	0	1120.28595	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr12	chr19	2576.98727	11.0350385	0	0	1089.43216	5.68811181	0	0	1487.55511	5.34692666	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr12	chrX	1826.8876	0	0	0	968.024488	0	0	0	858.86311	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr13	chr14	2020.92413	0	0	1.46263632	937.765356	0	0	0.181496613	1083.15877	0	0	1.2811397	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr13	chr15	1200.92853	0	0	0	596.882517	0	0	0	604.046014	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr13	chr16	3174.24217	0	1.78398582	0	1549.78854	0	1.41004368	0	1624.45363	0	0.37394214	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr13	chr17	4740.28387	0.679886546	8.03025185	0.234447222	2289.15486	0.361628318	7.09994613	0	2451.12901	0.318258228	0.930305717	0.234447222	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr13	chr18	2987.39376	0.131248145	0.708854154	0.915479747	1367.96329	0.131248145	0	0.915479747	1619.43047	0	0.708854154	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr13	chr19	2109.52122	51.538044	4.80145608	5.52421264	1059.53045	16.2291532	1.42911095	4.50184031	1049.99077	35.3088908	3.37234513	1.02237233	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr13	chrX	3463.17225	0	0	0	1865.66453	0	0	0	1597.50772	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr14	chr15	1079.66826	0	0	0	541.617544	0	0	0	538.050717	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr14	chr16	942.608836	0	0	0	463.229148	0	0	0	479.379689	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr14	chr17	854.154404	0	0	0	401.926093	0	0	0	452.228311	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr14	chr18	2448.94672	0	0.0905860604	5.29774322	1159.26868	0	0.0905860604	2.27400624	1289.67804	0	0	3.02373698	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr14	chr19	1824.58499	1.86787009	0	0	983.482835	0.690968588	0	0	841.102154	1.17690151	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr14	chrX	2369.80655	0	0	0	1198.33385	0	0	0	1171.4727	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr15	chr16	1028.26956	0	0	0	542.611539	0	0	0	485.658021	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr15	chr17	3803.68026	0.289742091	0.549075296	5.08448164	1930.4934	0.289742091	0.197892453	2.60607605	1873.18686	0	0.351182844	2.47840558	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr15	chr18	6290.12146	0	0.431822939	0	2935.08567	0	0	0	3355.03579	0	0.431822939	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr15	chr19	1813.3628	0	0.0108668525	0	965.558833	0	0.0108668525	0	847.803964	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr15	chrX	1269.87215	0	0	0	685.391678	0	0	0	584.480477	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr16	chr17	987.246657	0	0	0	483.702144	0	0	0	503.544513	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr16	chr18	3780.25312	0	36.6800836	0	1745.59218	0	12.8345551	0	2034.66095	0	23.8455285	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr16	chr19	2402.40169	5.68235984	0.0576156913	0	1085.41929	2.74989419	0.0576156913	0	1316.9824	2.93246566	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr16	chrX	902.495572	0	0	0	449.795982	0	0	0	452.69959	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr17	chr18	1051.15345	0	0	0	535.270052	0	0	0	515.883399	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr17	chr19	2066.68822	0	5.04845644	0	896.313815	0	2.31842597	0	1170.37441	0	2.73003047	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr17	chrX	3310.66661	0	2.87292631	0.111155332	1537.75159	0	2.26396198	0	1772.91502	0	0.608964322	0.111155332	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr18	chr19	1175.24517	0.745703795	0	0	532.311345	0.742188587	0	0	642.933829	0.00351520754	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr18	chrX	1078.20874	0	0	0	548.470939	0	0	0	529.737801	0	0	0	0	0	0	1
p9016_heldout_best035_seed31_noise0p05	geom_nearest_gap	chr19	chrX	754.272296	0	0	0	366.13967	0	0	0	388.132627	0	0	0	0	0	0	1
