chr1	start1	chr2	start2	n_contacts	truth_top_state	truth_top_count	posterior_top_state	posterior_pmax	posterior_margin	whole_chrom_pred_state	whole_chrom_correct_contacts	chr_pair_oracle_correct_contacts	nearest_geometry_state	nearest_geometry_correct_contacts	same_cross_correct_contacts	truth_state_distance_rank	posterior_top1_distance_rank	posterior_top1_distance_gap	nearest_geometry_state	best_relative_flip_chr2
chr1	9000000	chr11	87000000	4	10	4	10	0.6103459	NA	10	4	0	10	4	4	1	1	3.93102407	10	1
chr1	9000000	chr11	88000000	2	10	2	10	0.689511538	NA	10	2	0	10	2	2	1	1	3.98352376	10	1
chr1	10000000	chr11	7000000	3	00	3	00	0.643878043	NA	00	3	0	00	3	3	1	1	2.16416498	00	1
chr1	11000000	chr11	8000000	5	00	5	00	0.995551109	NA	00	5	0	00	5	5	1	1	3.83948441	00	1
chr1	11000000	chr11	7000000	9	00	9	00	0.992937982	NA	00	9	0	00	9	9	1	1	3.83418089	00	1
chr1	11000000	chr11	44000000	3	00	3	00	0.97309643	NA	00	3	0	00	3	3	1	1	4.15384361	00	1
chr1	11000000	chr11	43000000	1	00	1	00	0.988973081	NA	00	1	0	00	1	1	1	1	4.56504214	00	1
chr1	12000000	chr11	44000000	2	00	2	00	0.699942052	NA	00	2	0	00	2	2	1	1	3.94031997	00	1
chr1	13000000	chr11	4000000	3	00	3	00	0.959243476	NA	00	3	0	00	3	3	1	1	2.77561266	00	1
chr1	16000000	chr11	4000000	1	00	1	00	0.836143017	NA	00	1	0	00	1	1	1	1	2.4887486	00	1
chr1	16000000	chr11	44000000	1	00	1	00	0.905443013	NA	00	1	0	00	1	1	1	1	3.465637	00	1
chr1	16000000	chr11	13000000	2	00	2	00	0.875630558	NA	00	2	0	00	2	2	1	1	2.36537554	00	1
chr1	16000000	chr11	43000000	1	00	1	00	0.929112971	NA	00	1	0	00	1	1	1	1	3.93269286	00	1
chr1	17000000	chr11	44000000	7	00	7	00	0.990139425	NA	00	7	0	00	7	7	1	1	3.89289692	00	1
chr1	17000000	chr11	13000000	11	00	11	00	0.993191659	NA	00	11	0	00	11	11	1	1	2.99930424	00	1
chr1	17000000	chr11	11000000	5	00	5	00	0.976273537	NA	00	5	0	00	5	5	1	1	2.68313587	00	1
chr1	17000000	chr11	14000000	4	00	4	00	0.973085046	NA	00	4	0	00	4	4	1	1	2.93551947	00	1
chr1	17000000	chr11	43000000	1	00	1	00	0.978192151	NA	00	1	0	00	1	1	1	1	4.34643753	00	1
chr1	17000000	chr11	12000000	4	00	4	00	0.926009178	NA	00	4	0	00	4	4	1	1	3.05344259	00	1
chr1	17000000	chr11	9000000	1	00	1	00	0.659079254	NA	00	1	0	00	1	1	1	1	2.84500936	00	1
chr1	17000000	chr11	8000000	1	00	1	00	0.806028605	NA	00	1	0	00	1	1	1	1	3.01319313	00	1
chr1	57000000	chr11	4000000	8	00	8	01	0.647283018	NA	01	0	8	01	0	0	2	1	1.00563855	01	1
chr1	58000000	chr11	4000000	6	00	5	00	0.601148427	NA	00	5	1	00	5	5	1	1	0.439459647	00	1
chr1	58000000	chr11	60000000	2	00	2	00	0.608922958	NA	00	2	0	00	2	2	1	1	1.11920019	00	1
chr1	58000000	chr11	61000000	9	00	9	00	0.822295249	NA	00	9	0	00	9	9	1	1	1.46009886	00	1
chr1	59000000	chr11	60000000	2	00	2	00	0.564097762	NA	00	2	0	00	2	2	1	1	0.707361905	00	1
chr1	59000000	chr11	61000000	8	00	8	00	0.714497387	NA	00	8	0	00	8	8	1	1	0.977683548	00	1
chr1	68000000	chr11	15000000	3	00	3	00	0.508321166	NA	00	3	0	00	3	3	1	1	0.256930476	00	1
chr1	68000000	chr11	14000000	9	00	9	00	0.560884953	NA	00	9	0	00	9	9	1	1	0.172066329	00	1
chr1	72000000	chr11	14000000	4	00	4	01	0.800435245	NA	01	0	4	01	0	0	2	1	1.62247196	01	1
chr1	73000000	chr11	14000000	4	00	3	01	0.800725222	NA	01	0	3	01	0	1	2	1	1.95834562	01	1
chr1	73000000	chr11	18000000	2	00	2	01	0.632137895	NA	01	0	2	01	0	0	2	1	1.95273808	01	1
chr1	73000000	chr11	19000000	1	00	1	01	0.645475149	NA	01	0	1	01	0	0	2	1	2.66635197	01	1
chr1	74000000	chr11	5000000	4	00	3	01	0.996978879	NA	01	0	3	01	0	0	2	1	3.04900275	01	1
chr1	74000000	chr11	16000000	1	00	1	01	0.685820758	NA	01	0	1	01	0	0	2	1	3.77644819	01	1
chr1	74000000	chr11	14000000	1	00	1	01	0.992699921	NA	01	0	1	01	0	0	2	1	3.5087938	01	1
chr1	74000000	chr11	18000000	4	00	4	01	0.987686932	NA	01	0	4	01	0	0	2	1	3.6919921	01	1
chr1	74000000	chr11	19000000	1	00	1	01	0.807257116	NA	01	0	1	01	0	0	2	1	3.67537933	01	1
chr1	74000000	chr11	3000000	8	00	8	01	0.999380708	NA	01	0	8	01	0	0	2	1	3.21482978	01	1
chr1	74000000	chr11	4000000	14	00	14	01	0.995928228	NA	01	0	14	01	0	0	2	1	2.64203331	01	1
chr1	74000000	chr11	62000000	2	00	1	01	0.564223766	NA	01	0	1	01	0	0	2	1	2.21430078	01	1
chr1	74000000	chr11	15000000	2	00	1	01	0.942721367	NA	01	0	1	01	0	1	2	1	3.61940907	01	1
chr1	75000000	chr11	4000000	3	00	3	01	0.852250695	NA	01	0	3	01	0	0	2	1	1.44220246	01	1
chr1	77000000	chr11	4000000	3	00	3	01	0.82234025	NA	01	0	3	01	0	0	2	1	1.2001568	01	1
chr1	123000000	chr11	14000000	1	00	1	01	0.874290526	NA	01	0	1	01	0	0	2	1	2.72560751	01	1
chr1	123000000	chr11	18000000	3	00	3	01	0.940161169	NA	01	0	3	01	0	0	2	1	2.67090341	01	1
chr1	124000000	chr11	14000000	10	00	10	01	0.992160141	NA	01	0	10	01	0	0	2	1	3.32342906	01	1
chr1	124000000	chr11	15000000	4	00	4	01	0.922846377	NA	01	0	4	01	0	0	2	1	3.60592614	01	1
